id;country_en;city_en;lat;lng;population
1261;China;Zhuangyuan;37.30553;120.82747;79106
1262;China;Qiongshan;20.00317;110.353972;87657
1263;China;Qionghu;28.84061;112.37399;66145
1264;China;Qinzhou;21.979934;108.654147;100996
1265;China;Qinnan;33.25306;119.91333;55975
1266;China;Qinhuangdao;39.935385;119.600493;759718
1267;China;Jinjiang;24.781681;118.552365;89623
1268;China;Qingquan;30.45113;115.25593;76154
1269;China;Huai'an;33.61036;119.015288;555230
1270;China;Qingdao;36.067108;120.382609;3718835
1271;China;Qingyuan;23.681764;113.056031;151287
1272;China;Hongqiao;26.76837;112.10814;58287
1273;China;Puyang Chengguanzhen;35.89452;115.102383;666322
1274;China;Puyang;29.45679;119.88872;3590000
1275;China;Putian;25.454085;119.007777;376558
1276;China;Puqi;29.71667;113.88333;132891
1277;China;Pumiao;22.748873;108.494679;61690
1278;China;Pulandian;39.394349;121.963259;104277
1279;China;Poyang;29.011699;116.699746;70787
1280;China;Pingyin;36.289265;116.456187;62050
1281;China;Pingyi;35.505943;117.640352;78254
1282;China;Pingxiang;27.622768;113.854556;372123
1283;China;Pingshan;22.99376;114.71311;113631
1284;China;Pingnan;23.54218;110.38946;62483
1285;China;Pingliang;35.543061;106.665131;108156
1286;China;Pingdu;36.776358;119.98842;91077
1287;China;Pingdingshan;33.76617;113.192661;889675
1288;China;Pengcheng;36.43111;114.17;68442
1289;China;Dadukou;26.5479;101.70539;461513
1290;China;Ningyang;35.758787;116.805797;82994
1291;China;Yutan;28.248386;112.5685047;55312
1292;China;Ninghai;37.38422;121.60859;56937
1293;China;Ninghai;29.287939;121.429477;68330
1294;China;Ningbo;29.868336;121.54399;3491597
1295;China;Neijiang;29.580229;105.058433;546854
1296;China;Nanzhou;29.35955;112.40243;54449
1297;China;Nanzhang Chengguanzhen;31.775967;111.846264;83604
1298;China;Nanyang;32.990664;112.528308;251532
1299;China;Nantong;31.980172;120.894291;666251
1300;China;Pucheng;27.917263;118.541256;59832
1301;China;Nanping;26.641769;118.177708;171674
1302;China;Nanning;22.817002;108.366543;803788
1303;China;Nanma;36.18478;118.15486;74406
1304;China;Nanlong;31.35333;106.06309;63405
1305;China;Nanjing;32.060255;118.796877;7165292
1306;China;Nangong;37.359264;115.408748;82386
1307;China;Nanfeng;23.72695;111.79723;86129
1308;China;Nandu;22.8525;110.82333;61881
1309;China;Nanding;36.74833;118.05583;85495
1310;China;Nanchong;30.837793;106.110698;7150000
1311;China;Nanchang;28.682892;115.858198;2357839
1312;China;Miyang;24.40417;103.44278;72485
1313;China;Mingshui;36.71667;117.5;114858
1314;China;Mingguang;32.777056;117.989199;68351
1315;China;Minggang;32.466828;114.055836;67945
1316;China;Mianyang;31.467495;104.678946;264136
1317;China;Mentougou;39.940646;116.102009;197772
1318;China;Mengyin;35.719397;117.953621;65889
1319;China;Mengcheng Chengguanzhen;33.506474;116.214256;69916
1320;China;Meizhou;24.288615;116.122239;144212
1321;China;Wuchuan;21.441808;110.778411;104168
1322;China;Majie;25.0319;102.638;131696
1323;China;Zhijiang;30.42594;111.76053;60169
1324;China;Macheng;31.17274;115.008163;126366
1325;China;Maba;24.68413;113.59839;113609
1326;China;Lushun;38.851705;121.261953;82345
1327;China;Luqiao;28.582654;121.365123;427890
1328;China;Luoyang;34.619683;112.45404;1390581
1329;China;Luoyang;24.95938;118.683;66188
1330;China;Luoyang;23.16244;114.27342;123144
1331;China;Luorong;24.40583;109.60861;67593
1332;China;Luohe;33.580873;114.016536;417356
1333;China;Luocheng;29.38481;104.02862;73581
1334;China;Lucheng;31.23357;117.28057;89119
1335;China;Kangding;29.998436;101.957146;100000
1336;China;Lubu;23.0823477;113.5399598;95820
1337;China;Luancheng;37.9002;114.648318;597130
1338;China;Loudi;27.700063;111.993497;150684
1339;China;Longquan;24.67193;102.1613;91534
1340;China;Longgang;37.65181;120.33063;60444
1341;China;Licheng;31.42813;119.48353;72276
1342;China;Guankou;28.15861;113.62709;1380000
1343;China;Puning;23.2974;116.165723;118023
1344;China;Lishui;28.46763;119.922796;98946
1345;China;Lintong;34.367275;109.214238;75882
1346;China;Linyi;35.104674;118.356414;270669
1347;China;Linxia Chengguanzhen;35.422892;103.352654;202402
1348;China;Linxi;39.71183;118.44954;100316
1349;China;Linshui;36.42472;114.20472;109955
1350;China;Linqu;36.512506;118.542982;77472
1351;China;Qingnian;34.7253877;114.0187872;110046
1352;China;Linping;30.420607;120.306434;78180
1353;China;Linhai;28.858457;121.145046;152937
1354;China;Lingcheng;22.70722;110.34917;54848
1355;China;Lincheng;19.90778;109.68583;64874
1356;China;Linfen;36.088005;111.518976;232566
1357;China;Xishan;27.66667;113.5;98162
1358;China;Lichuan;30.290996;108.936376;72653
1359;China;Licheng;23.29549;113.82465;172775
1360;China;Liaocheng;36.45703;115.98546;226930
1361;China;Lianzhou;24.780966;112.377361;92827
1362;China;Lianzhou;21.66621;109.20116;71423
1363;China;Lianran;24.9197267;102.4865335;106795
1364;China;Wuwei;37.928267;102.638201;493092
1365;China;Liangxiang;39.7309987;116.1723895;76744
1366;China;Lianjiang;21.609673;110.286152;100341
1367;China;Leshan;29.552106;103.765568;154477
1368;China;Lengshuitan;26.461077;111.592143;88935
1369;China;Lengshuijiang;27.686252;111.434984;115399
1370;China;Leiyang;26.422275;112.859795;129116
1371;China;Lecheng;22.8719763;113.2820896;124268
1372;China;Laohekou;32.359068;111.683861;253112
1373;China;Lanzhou;36.061089;103.834304;2628426
1374;China;Lanxi;29.208919;119.460526;73706
1375;China;Lianyuan;27.692542;111.664316;66501
1376;China;Langfang;39.538047;116.683752;720119
1377;China;Weichanglu;36.7091882;119.0580185;90070
1378;China;Laiyang;36.978941;120.711673;169594
1379;China;Laiwu;36.213814;117.676724;124108
1380;China;Laibin;23.750306;109.221466;59835
1381;China;Kunyang;27.66583;120.56583;65009
1382;China;Kunming;24.880095;102.832892;3855346
1383;China;Kaiyuan;23.69767;103.30372;198423
1384;China;Kaihua;23.3695;104.27721;64404
1385;China;Kaifeng;34.797281;114.307583;900000
1386;China;Juye;35.387374;116.065396;58107
1387;China;Juegang;32.31737;121.18552;73317
1388;China;Jiujiang;29.705077;116.00193;258807
1389;China;Jishui;33.73333;115.4;77540
1390;China;Qianzhou;28.31925;109.73346;102332
1391;China;Jinxiangzhen;27.429664;120.613286;84231
1392;China;Jinshi;29.60548;111.877499;82906
1393;China;Jinsha;32.08982;121.07355;95647
1394;China;Jinjiang;19.72878;110.00851;68720
1395;China;Jinji;23.22806;110.82611;56816
1396;China;Jining;35.414982;116.587282;450327
1397;China;Jinhua;29.079175;119.647421;142206
1398;China;Jingzhou;30.335165;112.239741;177878
1399;China;Tianchang;37.99806;114.01556;61292
1400;China;Jingmen;31.035396;112.199427;167750
1401;China;Jingling;30.65;113.1;224871
1402;China;Jingdezhen;29.268783;117.178443;310565
1403;China;Jinchang;38.520089;102.188043;144363
1404;China;Jincheng;35.490702;112.851831;332650
1405;China;Jinan;36.651216;117.12;4335989
1406;China;Jimo;36.389402;120.447161;70733
1407;China;Jijiang;29.28993;106.25001;61161
1408;China;Jiexiu;37.026945;111.916712;77178
1409;China;Jieshou;33.257013;115.374564;141993
1410;China;Jieshi;22.816885;115.830377;137444
1411;China;Jiehu;35.54278;118.455;69245
1412;China;Jiazi;22.879493;116.061522;130298
1413;China;Jiaxing;30.753924;120.758543;466101
1414;China;Jiaozuo;35.215893;113.241823;517540
1415;China;Jiaozhou;36.26468;120.033382;165026
1416;China;Ningde;26.665617;119.547933;65170
1417;China;Jian'ou;27.022727;118.304988;59187
1418;China;Jiangyan;32.509155;120.127934;70375
1419;China;Jianguang;28.19377;115.7836;61469
1420;China;Jiangmen;22.579117;113.081508;532419
1421;China;Jiangkou;25.48694;119.19834;59902
1422;China;Yangjiang;21.857958;111.982232;399735
1423;China;Ji'an;27.087637;114.964696;245000
1424;China;Guangyuan;32.435435;105.843357;213365
1425;China;Huzhou;30.894348;120.086823;158320
1426;China;Hutang;31.53429;119.49;56370
1427;China;Huoqiu Chengguanzhen;32.331736;116.273391;61904
1428;China;Humen;22.814705;113.672784;191891
1429;China;Huizhou;23.112257;114.415801;289201
1430;China;Huilong;31.81111;121.655;74818
1431;China;Huicheng;23.084122;114.382541;125919
1432;China;Xinhui;22.4583;113.034187;195129
1433;China;Huazhou;21.664044;110.639569;91701
1434;China;Huangzhou;30.43405;114.879398;122563
1435;China;Huangyan;28.650072;121.261887;150448
1436;China;Huangshi;30.200031;115.038835;688090
1437;China;Dasha;23.003167;112.985651;116307
1438;China;Huangpi;30.882557;114.375743;57554
1439;China;Huangmei;30.070454;115.944219;77633
1440;China;Huanggang;23.67704;116.99961;225956
1441;China;Daxing;39.726929;116.341395;104904
1442;China;Dingcheng;32.12722;115.03944;72663
1443;China;Huaiyuan Chengguanzhen;32.968456;117.167673;65530
1444;China;Huainan;32.625478;116.999933;1027655
1445;China;Huaicheng;23.91952;112.17629;89294
1446;China;Huaihua;27.569517;110.001923;127322
1447;China;Huaidian;32.625478;116.999933;89978
1448;China;Huaibei;33.955845;116.798265;903039
1449;China;Hongjiang;27.208609;109.836669;59199
1450;China;Heze;35.23375;115.480656;254602
1451;China;Hechuan;29.972084;106.27613;97575
1452;China;Yiyang;28.55386;112.35518;202608
1453;China;Hepo;23.43077;115.82991;131238
1454;China;Hengyang;26.893369;112.572018;759602
1455;China;Hengshui;37.73892;115.670177;456356
1456;China;Hefei;31.820592;117.227219;3310268
1457;China;Hede;33.7722;120.26176;89107
1458;China;Hecun;36.53333;114.11111;83009
1459;China;Hebi;35.747225;114.297273;244662
1460;China;Hanzhong;33.06748;107.023323;145986
1461;China;Chengyang;27.08917;119.64528;71053
1462;China;Hanting;36.775491;119.219734;90637
1463;China;Hangzhou;30.274085;120.15507;6241971
1464;China;Hangu;39.24889;117.78917;208369
1465;China;Handan;36.625657;114.538962;1358318
1466;China;Hanchuan;30.661244;113.839149;87737
1467;China;Hancheng;35.476788;110.442847;58049
1468;China;Haizhou;34.606756;119.19371;59098
1469;China;Jiaojiang;28.673726;121.442676;470804
1470;China;Haimen;23.19346;116.61219;125427
1471;China;Haikou;24.77985;102.57548;112644
1472;China;Haikou;20.044002;110.198293;615835
1473;China;Guozhen;34.351432;107.387303;85415
1474;China;Guli;28.88162;120.03308;536000
1475;China;Guiyang;26.647661;106.630154;1171633
1476;China;Guiren;35.0661356;118.3362997;57446
1477;China;Guiping;23.394326;110.079379;71066
1478;China;Guilin;25.234479;110.179954;649352
1479;China;Guigang;23.111531;109.598927;76430
1480;China;Gucheng Chengguanzhen;32.26123;111.640591;74038
1481;China;Guangzhou;23.12911;113.264385;11071424
1482;China;Guangshui;31.616854;113.82589;154771
1483;China;Gejiu;23.359121;103.160034;136135
1484;China;Gaozhou;21.917982;110.853302;166069
1485;China;Gaoyou;32.781659;119.459161;90911
1486;China;Gaoping;30.77576;106.10294;204368
1487;China;Gaomi;36.382595;119.755597;150793
1488;China;Gaogou;34.0175;119.18861;56214
1489;China;Fuzhou;26.074508;119.296494;1179720
1490;China;Fuyang;32.890124;115.814205;170023
1491;China;Fuyang;30.05333;119.95194;70183
1492;China;Qingyang;37.49583;121.25806;65622
1493;China;Fuling;29.703113;107.389298;166507
1494;China;Foshan;23.021479;113.121436;3600000
1495;China;Fenyi;27.814758;114.69205;58478
1496;China;Fengxian;34.70388;116.58717;57153
1497;China;Fengrun;39.832582;118.162216;65150
1498;China;Fengkou;30.08268;113.33346;67139
1499;China;Feicheng;36.182571;116.768358;80929
1500;China;Fangshan;39.749144;116.143267;97026
1501;China;Ezhou;30.39194;114.894843;193652
1502;China;Enshi;30.29468;109.479665;95227
1503;China;Encheng;22.18659;112.30424;110921
1504;China;Duyun;26.259427;107.518847;91136
1505;China;Duobao;30.67;112.68952;90257
1506;China;Ducheng;22.4125602;112.6151385;95525
1507;China;Xinyi;22.354385;110.947044;98259
1508;China;Shengli;37.46271;118.49165;306450
1509;China;Dongtai;32.866933;120.320752;110988
1510;China;Dongsheng;39.822507;109.963339;99809
1511;China;Dongkan;33.99972;119.83083;72789
1512;China;Donghai;22.94593;115.64204;188602
1513;China;Dongguan;23.020673;113.7518;8000000
1514;China;Dongdu;35.85;117.7;72957
1515;China;Dongcun;36.77667;121.15972;92282
1516;China;Dingzhou;38.516461;114.990392;152934
1517;China;Dingtao;35.071102;115.573036;58206
1518;China;Dezhou;37.434093;116.357465;379555
1519;China;Deyang;31.126856;104.397894;152194
1520;China;Deqing;30.54251;119.977401;87576
1521;China;Dengzhou;37.80822;120.75908;85279
1522;China;Huazhou;32.68222;112.08194;59338
1523;China;Songyang;34.45528;113.02806;62375
1524;China;Dazhong;33.19973;120.4578;84323
1525;China;Zhangjiajie;29.117096;110.479191;86083
1526;China;Daye;30.095643;114.979875;61847
1527;China;Lijiang;26.855047;100.227751;1137600
1528;China;Dazhou;31.209572;107.468023;130749
1529;China;Dawukou;39.01906;106.367861;131880
1530;China;Datong;32.62082;117.06319;61085
1531;China;Fenghua;29.655143;121.406995;76653
1532;China;Daokou;35.56389;114.50583;56637
1533;China;Danshui;22.7984;114.46716;126701
1534;China;Danjiangkou;32.540157;111.513127;92008
1535;China;Gushu;31.5657161;118.4878726;60335
1536;China;Xincheng;33.63333;115.18333;65411
1537;China;Daliang;22.84067;113.2503;210411
1538;China;Dalian;38.914003;121.614682;4087733
1539;China;Dali;25.606486;100.267638;134040
1540;China;Chuzhou;32.253425;118.328322;280582
1541;China;Yangchun;22.170438;111.791539;153547
1542;China;Yiwu;29.306757;120.07514;89629
1543;China;Chongqing;29.56301;106.551556;7457600
1544;China;Chonglong;29.56301;106.551556;58441
1545;China;Chizhou;30.6648;117.491568;148375
1546;China;Chenzhou;25.77051;113.014718;179038
1547;China;Chengyang;36.307064;120.39631;66588
1548;China;Jiangyin;31.920658;120.284939;107918
1549;China;Chengdu;30.572816;104.066801;7415590
1550;China;Chenghua;23.46132;116.77007;152453
1551;China;Chaozhou;23.656704;116.622756;424787
1552;China;Chaohu;31.624522;117.890355;138463
1553;China;Changzhou;31.811226;119.974062;949018
1554;China;Changzhi;36.195409;113.116404;699514
1555;China;Changsha;28.228209;112.938814;3093980
1556;China;Changqing;36.553571;116.751937;82598
1557;China;Changli;39.712813;119.162694;64476
1558;China;Changleng;28.6958558;115.8051278;56429
1559;China;Caohe;30.2330278;115.433469;67370
1560;China;Weining;26.85621;104.27874;56744
1561;China;Cangzhou;38.304477;116.838835;527681
1562;China;Caidian;30.582271;114.029328;71891
1563;China;Buhe;31.1561053;112.5399961;106347
1564;China;Bozhou;33.844582;115.778676;174140
1565;China;Botou;38.083437;116.578368;63045
1566;China;Boshan;36.494715;117.861657;153596
1567;China;Baise City;23.902333;106.618201;90603
1568;China;Binzhou;37.38198;117.9707;115893
1569;China;Luxu;23.22378;108.80217;70013
1570;China;Bijie;27.283955;105.291644;77645
1571;China;Bianzhuang;32.457996;119.5255456;65381
1572;China;Bengbu;32.916287;117.389719;576648
1573;China;Beijing;39.904211;116.407395;11716620
1574;China;Beihai;21.481291;109.120161;289568
1575;China;Beidao;34.56861;105.89333;74767
1576;China;Beidaihehaibin;39.918853;119.5997839;66000
1577;China;Beibei;29.805108;106.395612;112019
1578;China;Baoying;33.240392;119.360729;80292
1579;China;Langzhong;31.558357;106.005046;60542
1580;China;Baoding;38.874434;115.46459;995652
1581;China;Baiyin;36.545015;104.138586;188533
1582;China;Baihe;22.1343;107.232;63629
1583;China;Shangyu;30.033121;120.868122;770000
1584;China;Babu;24.411805;111.552096;65603
1585;China;Anxiang;29.411309;112.171131;57769
1586;China;Anshun;26.253072;105.947594;351936
1587;China;Anqiu;36.478494;119.218978;105665
1588;China;Anqing;30.53192;117.115101;358661
1589;China;Mabai;23.01279;104.45081;63569
1590;China;Anlu;31.25561;113.688941;71198
1591;China;Anjiang;27.31944;110.10306;55421
1592;China;Anbu;23.44895;116.68092;162964
1593;China;Jiangyou;31.778022;104.745823;127225
1594;China;Suzhou;31.298979;120.58529;5345961
1595;China;Zhoushan;29.985295;122.207216;84380
1596;China;Mudu;31.25597;120.51857;61902
1597;China;Songling;30.945516;117.811267;77566
1598;China;Zhongshan;22.516999;113.392725;3121275
1599;China;Lianghu;31.5481225;120.2337617;155000
1600;China;Zhoucheng;35.91222;116.31167;72070
1601;China;Dalianwan;39.0255219;121.7127795;55841
1602;China;Yueyang;29.356804;113.12873;1200000
1603;China;Zhenlai;45.847435;123.19989;67760
1604;China;Zhengjiatun;43.50639;123.50639;93666
1605;China;Zhaozhou;45.68333;125.31667;62373
1606;China;Zhaoyuan;45.5;125.13333;59370
1607;China;Zhaodong;46.051126;125.961814;154406
1608;China;Zhangjiakou;40.767545;114.886335;692602
1609;China;Zalantun;48.013733;122.737467;132224
1610;China;Yushu;44.840288;126.533146;124736
1611;China;Youhao;47.853779;128.84075;78402
1612;China;Yingkou;40.667012;122.235418;591159
1613;China;Yilan;46.324534;129.567985;71180
1614;China;Yichun;47.727536;128.841148;155762
1615;China;Yebaishou;41.405038;119.636668;65536
1616;China;Yantongshan;43.2948263;126.0185463;57515
1617;China;Yanji;42.891255;129.508946;326957
1618;China;Yakeshi;49.285568;120.71177;116284
1619;China;Zhangjiakou Shi Xuanhua Qu;40.608726;115.09951;373422
1620;China;Xiuyan;40.29088;123.280935;71614
1621;China;Xinqing;48.290455;129.5336;55415
1622;China;Xinmin;41.996508;122.828868;74139
1623;China;Xinglongshan;43.95611;125.46611;58432
1624;China;Xingcheng;40.614762;120.72831;98968
1625;China;Xilin Hot;43.933411;116.086032;120965
1626;China;Xifeng;42.73803;124.727393;61087
1627;China;Xiaoshi;41.29711;124.12092;68994
1628;China;Wuchang;44.91428;127.15001;94786
1629;China;Wangqing;43.312522;129.771607;88732
1630;China;Hepingjie;42.05972;126.91583;65298
1631;China;Wangkui;46.832719;126.486076;69915
1632;China;Ulanhot;46.072732;122.093123;165846
1633;China;Tumen;42.968044;129.84371;78719
1634;China;Tongliao;43.65289;122.243444;261110
1635;China;Tieling;42.223828;123.726035;333907
1636;China;Tieli;46.98664;128.032422;109636
1637;China;Guangming;45.33333;122.78333;112819
1638;China;Tailai;46.393694;123.416631;66623
1639;China;Taikang;46.86135;124.442;55316
1640;China;Tahe;52.334457;124.709996;60874
1641;China;Sujiatun;41.664757;123.344031;148113
1642;China;Suileng;47.236015;127.114832;57124
1643;China;Suihua;46.653845;126.968887;252245
1644;China;Songjianghe;42.1859;127.47895;67672
1645;China;Siping;43.16642;124.350398;555609
1646;China;Shunyi;40.130347;116.654651;117623
1647;China;Shulan;44.406106;126.965607;77420
1648;China;Shuangyashan;46.646509;131.159133;600000
1649;China;Shuangyang;43.525311;125.664662;62137
1650;China;Shuangcheng;45.383263;126.312745;130710
1651;China;Shiguai;40.672094;110.272565;70357
1652;China;Shenyang;41.805699;123.431472;6255921
1653;China;Shanhetun;44.7;127.2;57550
1654;China;Shanhaiguan;39.978849;119.775799;140000
1655;China;Shangzhi;45.209586;128.009895;82419
1656;China;Sanchazi;42.08167;126.60028;66576
1657;China;Salaqi;40.5729353;110.5143748;64704
1658;China;Fendou;46.64142;124.86283;226298
1659;China;Taihe;45.76195;130.85131;345033
1660;China;Qiqihar;47.354348;123.918186;882364
1661;China;Qinggang;46.689671;126.11386;64182
1662;China;Qianguo;45.11711;124.85676;113611
1663;China;Pingzhuang;42.03722;119.28889;67273
1664;China;Panshi;42.946285;126.060427;80200
1665;China;Panshan;41.108647;122.994329;625040
1666;China;Nianzishan;47.516872;122.887775;62131
1667;China;Nenjiang;49.185766;125.221192;87236
1668;China;Nehe;48.484099;124.884244;108253
1669;China;Nantai;41.88819;124.553915;56478
1670;China;Nanpiao;41.107108;120.749728;157044
1671;China;Lianhe;47.13333;129.27426;121367
1672;China;Mujiayingzi;42.11667;118.78333;60627
1673;China;Mudanjiang;44.551653;129.633169;665915
1674;China;Mishan;45.529775;131.846636;87257
1675;China;Mingyue;43.10694;128.92167;58872
1676;China;Mingshui;47.173426;125.906301;59369
1677;China;Meihekou;42.539287;125.710896;99419
1678;China;Manzhouli;49.597841;117.37853;54808
1679;China;Longjing;42.766311;129.427066;117185
1680;China;Longjiang;47.338665;123.205323;106384
1681;China;Longfeng;46.562247;125.135326;152074
1682;China;Liuhe;42.284606;125.744735;66975
1683;China;Lishu;43.30472;124.32778;61584
1684;China;Linkou;45.278046;130.284034;77754
1685;China;Linjiang;41.811979;126.918087;69149
1686;China;Lingyuan;41.245445;119.401574;91418
1687;China;Lingdong;46.592721;131.164724;83636
1688;China;Liaozhong;41.50611;122.72417;54691
1689;China;Liaoyuan;42.887767;125.14366;465249
1690;China;Liaoyang;41.267244;123.236944;687890
1691;China;Lanxi;46.252447;126.288113;72528
1692;China;Langxiang;46.94985;128.86849;57318
1693;China;Langtou;40.02611;124.32861;59046
1694;China;Kuandian;40.731317;124.78366;70867
1695;China;Kaiyuan;42.53306;124.04028;112462
1696;China;Kaitong;44.81351;123.15;62537
1697;China;Jixi;45.295075;130.969333;403759
1698;China;Jiutai;44.151742;125.839574;175115
1699;China;Jiupu;41.06667;122.95;123843
1700;China;Jishu;44.1497698;126.7354031;103988
1701;China;Jinzhou;41.095685;121.126846;604269
1702;China;Lianshan;40.774461;120.869231;313247
1703;China;Jining;41.0275;113.10583;258757
1704;China;Jilin;43.837883;126.549572;1881977
1705;China;Jidong;45.260412;131.12408;58520
1706;China;Minzhu;43.72145;127.33401;123018
1707;China;Jiamusi;46.799778;130.318879;549549
1708;China;Jalai Nur;49.45;117.7;107828
1709;China;Jagdaqi;50.425413;124.118816;135760
1710;China;Hushitai;42.0382854;123.5371548;61979
1711;China;Hunchun;42.862821;130.366036;77028
1712;China;Hulan Ergi;47.208843;123.62919;265344
1713;China;Hulan;45.889427;126.587709;109104
1714;China;Huinan;42.684993;126.046912;66315
1715;China;Huanren;41.267128;125.361007;66147
1716;China;Huangnihe;43.55833;128.02389;54959
1717;China;Huanan;46.239185;130.553343;66087
1718;China;Huadian;42.972097;126.74631;139047
1719;China;Honggang;46.398418;124.891039;147977
1720;China;Hohhot;40.842585;111.749181;774477
1721;China;Helong;42.546675;129.010106;85756
1722;China;Heishan;41.666028;122.123443;68603
1723;China;Heihe;50.245129;127.528294;109427
1724;China;Hegang;47.349916;130.297964;743307
1725;China;Harbin;45.803775;126.534967;5878939
1726;China;Hailun;47.461971;126.973143;109881
1727;China;Hailin;44.594213;129.380482;85578
1728;China;Hailar;49.212189;119.736279;211066
1729;China;Haicheng;40.882377;122.685217;191651
1730;China;Gongzhuling;43.504687;124.82283;140909
1731;China;Gongchangling;41.151847;123.419804;70761
1732;China;Genhe;50.780345;121.520388;73631
1733;China;Gannan;47.91472;123.50306;59239
1734;China;Fuyu;47.774347;124.473793;75147
1735;China;Fuyu;44.988449;126.049703;138704
1736;China;Fuxin;42.021619;121.670324;689050
1737;China;Fushun;41.880872;123.957208;1400646
1738;China;Fuli;47.248062;130.2836323;59160
1739;China;Fujin;47.250108;132.037686;89442
1740;China;Beichengqu;40.445825;113.161431;72444
1741;China;Fengcheng;40.452298;124.066919;120514
1742;China;Erdaojiang;41.774053;126.042535;60831
1743;China;Dunhua;43.372413;128.232013;148844
1744;China;Dongning;44.087585;131.122915;61440
1745;China;Dongling;41.714914;123.449715;171454
1746;China;Dongfeng;42.676936;125.530991;67820
1747;China;Dongxing;45.36088;130.78679;109561
1748;China;Dehui;44.521785;125.72862;108818
1749;China;Datong;40.076763;113.300129;1052678
1750;China;Dashitou;43.30667;128.51139;65683
1751;China;Dashiqiao;40.644622;122.509131;80223
1752;China;Daqing;46.58931;125.103784;203488
1753;China;Dandong;40.000787;124.354451;631973
1754;China;Linghai;41.1734;121.35773;56176
1755;China;Dalai;45.5;124.3;93297
1756;China;Chifeng;42.257817;118.886856;346654
1757;China;Chengzihe;45.33697;131.011304;98188
1758;China;Chengde;40.952942;117.96275;449325
1759;China;Chaoyang;43.833513;125.288319;75347
1760;China;Chaoyang;41.57365;120.449388;410005
1761;China;Changtu;42.785791;124.1111;71284
1762;China;Changping;40.22066;116.231204;93174
1763;China;Changling;44.275895;123.967484;55841
1764;China;Changchun;43.817072;125.323544;4193073
1765;China;Chaihe;44.7598;129.67826;67963
1766;China;Boli;45.755063;130.592171;95260
1767;China;Binzhou;45.75281;127.47986;62017
1768;China;Benxi;41.486981;123.685143;987717
1769;China;Beipiao;41.800684;120.77073;154999
1770;China;Bei'an;48.239136;126.481867;436444
1771;China;Bayan;46.085379;127.403182;55186
1772;China;Baotou;40.657378;109.840349;1301768
1773;China;Baoshan;46.577167;131.401589;123791
1774;China;Baoqing;46.326925;132.197243;62991
1775;China;Bamiantong;44.5440049;129.6390598;66170
1776;China;Baishishan;43.58333;127.56667;56992
1777;China;Baiquan;47.595851;126.100213;70472
1778;China;Baicheng;45.619588;122.838826;316970
1779;China;Baishan;41.940977;126.424251;183880
1780;China;Anshan;41.108647;122.994329;1199275
1781;China;Anda;46.423508;125.352188;181271
1782;China;Oroqen Zizhiqi;50.591842;123.726201;61582
1783;China;Acheng;45.54867;126.958098;144665
1784;China;Songling;40.29303;118.26908;52277
1785;China;Shilin;24.771798;103.290785;55000
1786;China;Changshu City;31.654376;120.752481;1047700
1787;China;Shixing;24.952977;114.061789;72996
1788;China;Fenghuang;27.947978;109.598479;370000
1789;China;Zhu Cheng City;35.99502;119.40259;1000000
1790;China;Shangri-La;27.829743;99.700836;130000
1791;China;Ordos;39.608266;109.781327;1940653
1792;China;Wenshan City;23.400733;104.216248;450000
1793;China;Liupanshui;26.592666;104.830359;251900
1794;Colombia;Zipaquira;5.021476;-73.990955;91235
1795;Colombia;Yumbo;3.545337;-76.495026;71436
1796;Colombia;Yopal;5.348903;-72.400523;61029
1797;Colombia;Villavicencio;4.1513822;-73.6376905;321717
1798;Colombia;Villa del Rosario;7.8437879;-72.4696897;64951
1799;Colombia;Valledupar;10.4742449;-73.2436335;308237
1800;Colombia;Turbo;8.0951588;-76.7284559;50508
1801;Colombia;Turbaco;10.334638;-75.412672;56171
1802;Colombia;Tunja;5.5446422;-73.3575572;117479
1803;Colombia;Tumaco;1.80009;-78.802094;86713
1804;Colombia;Tulua;4.089869;-76.1914991;165501
1805;Colombia;Soledad;10.9170486;-74.799071;342556
1806;Colombia;Sogamoso;5.7160848;-72.9311289;126551
1807;Colombia;Soacha;4.5827227;-74.2117465;313945
1808;Colombia;Sincelejo;9.3045773;-75.3905567;261187
1809;Colombia;Santa Rosa de Cabal;4.870121;-75.62239;57928
1810;Colombia;Santa Marta;11.2403547;-74.2110227;431781
1811;Colombia;San Andres;12.576855;-81.705052;58257
1812;Colombia;Sahagun;8.950643;-75.446001;59188
1813;Colombia;Sabanalarga;10.632409;-74.920163;68535
1814;Colombia;Rionegro;6.144837;-75.375085;62291
1815;Colombia;Riohacha;11.5384151;-72.9167838;92431
1816;Colombia;Quibdo;5.695633;-76.649812;75104
1817;Colombia;Puerto Tejada;3.22059;-76.415465;53674
1818;Colombia;Popayan;2.4448143;-76.6147395;258653
1819;Colombia;Pitalito;1.85298;-76.048869;53685
1820;Colombia;Piedecuesta;6.991539;-73.053998;86387
1821;Colombia;Pereira;4.8087174;-75.690601;440118
1822;Colombia;Pasto;1.2058837;-77.285787;382236
1823;Colombia;Pamplona;7.37823;-72.6503369;53587
1824;Colombia;Palmira;3.5379718;-76.2971657;247986
1825;Colombia;Ocana;8.25205;-73.3532199;83511
1826;Colombia;Neiva;2.9344837;-75.2809001;352855
1827;Colombia;Monteria;8.750983;-75.8785348;272420
1828;Colombia;Montelibano;7.976803;-75.417209;85000
1829;Colombia;Medellin;6.2530408;-75.5645737;1999979
1830;Colombia;Manizales;5.070275;-75.5138166;357814
